Added_Sugars,Alcohol,Calories,Display_Name,Drkgreen_Vegetables,Drybeans_Peas,Factor,Food_Code,Fruits,Grains,Increment,Meats,Milk,Multiplier,Oils,Orange_Vegetables,Other_Vegetables,Portion_Amount,Portion_Default,Portion_Display_Name,Saturated_Fats,Solid_Fats,Soy,Starchy_vegetables,Vegetables,Whole_Grains
12.98044,0,128.04,Italian dressing (oil & vinegar),0,0,1,83106000,0,0,0.5,0,0,0.5,2.7722,0,0,1,2,packet (1.6 oz),1.9668,0,0,0,0,0
0.00673,0,98.946,"Mayonnaise, regular",0,0,1,83107000,0,0,0.5,0.02346,0,0.5,2.3713,0,0,1,1,Tablespoon,1.63944,0.53033,0,0,0,0
0.02682,0,394.35,"Mayonnaise, regular",0,0,0.25,83107000,0,0,0.25,0.0935,0,1,9.45083,0,0,0.25,2,cup,6.534,2.11365,0,0,0,0
0.00585,0,86.04,"Mayonnaise, regular",0,0,1,83107000,0,0,0.5,0.0204,0,0.5,2.062,0,0,1,2,packet,1.4256,0.46116,0,0,0,0
2.9365,0,57.33,Miracle whip salad dressing,0,0,1,83110000,0,0.03793,0.5,0.00956,0,0.5,1.05647,0,0,1,1,Tablespoon,0.7203,0.62975,0,0,0,0
11.736,0,229.125,Miracle whip salad dressing,0,0,0.25,83110000,0,0.15158,0.25,0.03819,0,1,4.2223,0,0,0.25,2,cup,2.87875,2.51685,0,0,0,0
2.39714,0,46.8,Miracle whip salad dressing,0,0,1,83110000,0,0.03096,0.5,0.0078,0,0.5,0.86243,0,0,1,2,packet,0.588,0.51408,0,0,0,0
2.30093,0,71.442,Creamy dressing (ranch),0,0,1,83112500,0,0,0.5,0,0,0.5,1.6497,0,0.00191,1,1,Tablespoon,1.12455,2.80079,0,0,0.00191,0
9.1959,0,285.525,Creamy dressing (ranch),0,0,0.25,83112500,0,0,0.25,0,0,1,6.59319,0,0.00764,0.25,2,cup,4.49437,11.19364,0,0,0.00764,0
6.88714,0,213.84,Creamy dressing (ranch),0,0,1,83112500,0,0,0.5,0,0,0.5,4.93788,0,0.00572,1,2,packet,3.366,8.38332,0,0,0.00572,0
2.19585,0,2.34,Sweet & sour dressing,0,0,1,83113000,0,0,0.5,0,0,0.5,0,0,0.00265,1,1,Tablespoon,0,0,0,0,0.00265,0
8.79748,0,9.375,Sweet & sour dressing,0,0,0.25,83113000,0,0,0.25,0,0,1,0,0,0.01063,0.25,2,cup,0,0,0,0,0.01063,0
8.27628,0,57.72,Thousand island dressing,0,0,1,83114000,0,0,0.5,0.0064,0,0.5,1.19142,0,0.01529,1,1,Tablespoon,0.79404,0.71323,0,0,0.01513,0
23.34334,0,162.8,Thousand island dressing,0,0,1,83114000,0,0,0.5,0.01804,0,0.5,3.36043,0,0.04312,1,2,packet,2.2396,2.01168,0,0,0.04268,0
4.98982,0,23.814,Low-calorie salad dressing,0,0,1,83200100,0,0,0.5,0.00081,0.00065,0.5,0.3524,0,0.00875,1,1,Tablespoon,0.1296,0.16767,0,0,0.00875,0
20.02086,0,95.55,Low-calorie salad dressing,0,0,0.25,83200100,0,0,0.25,0.00325,0.0026,1,1.41397,0,0.0351,0.25,2,cup,0.52,0.67275,0,0,0.0351,0
13.70415,0,145,Low-calorie mayonnaise,0,0,0.25,83204000,0.00313,0.40125,0.25,0.00813,0,1,2.61528,0,0,0.25,2,cup,2.0625,0.79313,0,0,0,0
1.71122,0,6.58,Fat-free Italian dressing,0,0,1,83205500,0.00042,0,0.5,0,0.00168,0.5,0.02458,0,0,1,1,Tablespoon,0.0406,0.02898,0,0,0,0
5.37812,0,20.68,Fat-free Italian dressing,0,0,1,83205500,0.00132,0,0.5,0,0.00528,0.5,0.07724,0,0,1,2,packet,0.1276,0.09108,0,0,0,0
9.77581,0,21.12,Fat-free thousand island dressing,0,0,1,83207100,0.00272,0,0.5,0,0,0.5,0.04764,0,0.02592,1,1,Tablespoon,0.032,0,0,0,0.02576,0
26.88347,0,58.08,Fat-free thousand island dressing,0,0,1,83207100,0.00748,0,0.5,0,0,0.5,0.13102,0,0.07128,1,2,packet,0.088,0,0,0,0.07084,0
3.13783,0,17.655,Fat-free ranch dressing,0,0,1,83210200,0,0,0.5,0,0.01221,0.5,0,0,0.01733,1,1,Tablespoon,0.08085,3.90703,0,0,0.01733,0
8.36756,0,47.08,Fat-free ranch dressing,0,0,1,83210200,0,0,0.5,0,0.03256,0.5,0,0,0.0462,1,2,packet,0.2156,10.41876,0,0,0.0462,0
16.254,0,16.254,White sugar (granulated or lump),0,0,1,91101010,0,0,0.5,0,0,0.5,0,0,0,1,1,teaspoon,0,0,0,0,0,0
193.5,0,193.5,White sugar (granulated or lump),0,0,0.25,91101010,0,0,0.25,0,0,1,0,0,0,0.25,2,cup,0,0,0,0,0,0
19.35,0,19.35,White sugar (granulated or lump),0,0,1,91101010,0,0,0.5,0,0,0.5,0,0,0,1,2,lump (2 cubes),0,0,0,0,0,0
23.22,0,23.22,White sugar (granulated or lump),0,0,1,91101010,0,0,1,0,0,1,0,0,0,1,2,individual packet,0,0,0,0,0,0
9.48177,0,9.725,Powdered sugar (confectioner's sugar),0,0,1,91101020,0,0,1,0,0,1,0,0,0,1,1,teaspoon,0.0005,0,0,0,0,0
113.78125,0,116.7,Powdered sugar (confectioner's sugar),0,0,0.25,91101020,0,0,0.25,0,0,1,0,0,0,0.25,2,cup,0.006,0,0,0,0,0
17.14365,0,17.342,Brown sugar,0,0,1,91102010,0,0,1,0,0,1,0,0,0,1,1,"teaspoon, packed",0,0,0,0,0,0
0,0,1.408,Calorie-free sweetener,0,0,1,91200000,0,0.0295,1,0,0,1,0.00016,0,0,1,1,individual packet,0.00008,0,0,0,0,0
0,0,7.04,Calorie-free sweetener,0,0,1,91200000,0,0.14748,1,0,0,1,0.0008,0,0,1,2,teaspoon,0.0004,0,0,0,0,0
36.08232,0,52.452,Chocolate sauce (thin type),0,0,1,91301080,0,0,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0.09776,1.91196,0,0,0,0
143.94542,0,209.25,Chocolate sauce (thin type),0,0,0.25,91301080,0,0,0.25,0,0,1,0,0,0,0.25,2,cup,0.39,7.6275,0,0,0,0
49.47393,0,53,Syrup (all types),0,0,1,91301250,0,0,0.5,0,0,0.5,0.00444,0,0,1,1,Tablespoon,0.004,0,0,0,0,0
145.94808,0,156.35,Syrup (all types),0,0,1,91301250,0,0,0.5,0,0,0.5,0.01311,0,0,1,2,packet,0.0118,0,0,0,0,0
63.84,0,63.84,Honey,0,0,1,91302010,0,0,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0,0,0,0,0,0
58.96102,0,62.964,Butterscotch sauce,0,0,1,91304010,0,0,0.5,0,0.00424,0.5,0.00415,0,0,1,1,Tablespoon,0.39856,4.00298,0,0,0,0
236.4,0,252.45,Butterscotch sauce,0,0,0.25,91304010,0,0,0.25,0,0.017,1,0.01662,0,0,0.25,2,cup,1.598,16.0497,0,0,0,0
41.41405,0,72.66,Fudge sauce (thick type),0,0,1,91304020,0,0,0.5,0,0.05229,0.5,0.33325,0,0,1,1,Tablespoon,1.1844,3.2319,0,0,0,0
167.62831,0,294.1,Fudge sauce (thick type),0,0,0.25,91304020,0,0,0.25,0,0.21165,1,1.34886,0,0,0.25,2,cup,4.794,13.0815,0,0,0,0
51.02956,0,53.848,Fruit topping,0,0,1,91304030,0.03307,0,0.5,0,0,0.5,0.00226,0,0,1,1,Tablespoon,0.00212,0,0,0,0,0
204.59966,0,215.9,Fruit topping,0,0,0.25,91304030,0.1326,0,0.25,0,0,1,0.00907,0,0,0.25,2,cup,0.0085,0,0,0,0,0
11.23941,0,19.964,Marshmallow topping,0,0,1,91304040,0,0.13293,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0.00372,0,0,0,0,0
44.86701,0,79.695,Marshmallow topping,0,0,0.25,91304040,0,0.53064,0.25,0,0,1,0,0,0,0.25,2,cup,0.01485,0,0,0,0,0
40.93732,0,89.6,Nut topping (wet),0,0,1,91304060,0,0,0.5,0.4746,0,0.5,0.70044,0,0,1,1,Tablespoon,0.392,0,0,0,0,0
167.84303,0,367.36,Nut topping (wet),0,0,0.25,91304060,0,0,0.25,1.94586,0,1,2.87182,0,0,0.25,2,cup,1.6072,0,0,0,0,0
30.43651,0,83.855,Nutella (chocolate hazelnut spread),0,0,1,91304090,0,0,0.5,0.09564,0.02728,0.5,0.92683,0,0,1,1,Tablespoon,0.83545,1.62518,0,0,0,0
48.59744,0,67.252,Chocolate icing,0,0,1,91305010,0,0,0.5,0,0.00533,0.5,0,0,0,1,1,Tablespoon,0.39388,16.22149,0,0,0,0
194.24851,0,268.8125,Chocolate icing,0,0,0.25,91305010,0,0,0.25,0,0.02131,1,0,0,0,0.25,2,cup,1.57438,64.83881,0,0,0,0
59.77764,0,80.396,White icing,0,0,1,91305020,0,0,0.5,0,0.00537,0.5,0,0,0,1,1,Tablespoon,0.40397,18.74282,0,0,0,0
239.56116,0,322.19,White icing,0,0,0.25,91305020,0,0,0.25,0,0.02153,1,0,0,0,0.25,2,cup,1.61893,75.11254,0,0,0,0
1.28488,0,6,Dietetic syrup,0,0,1,91351010,0,0,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0,0,0,0,0,0
5.13951,0,24,Dietetic syrup,0,0,0.25,91351010,0,0,0.25,0,0,1,0,0,0,0.25,2,cup,0,0,0,0,0,0
1.46562,0,8.236,Dietetic topping,0,0,1,91351020,0.02499,0,0.5,0,0,0.5,0.00016,0,0,1,1,Tablespoon,0.12212,1.84415,0,0,0,0
5.85733,0,32.915,Dietetic topping,0,0,0.25,91351020,0.09988,0,0.25,0,0,1,0.00063,0,0,0.25,2,cup,0.48805,7.37012,0,0,0,0
20.18259,0,28.2,Sweet and sour sauce (Vietnamese Sauce),0,0,2,91361010,0,0.1314,1,0,0,0.5,0,0,0,2,1,Tablespoons,0.0003,0,0,0,0,0
22.20085,0,31.02,Sweet and sour sauce (Vietnamese Sauce),0,0,1,91361010,0,0.14454,0.5,0,0,0.5,0,0,0,1,2,fast food container,0.00033,0,0,0,0,0
43.32894,0,95.04,Vanilla or rum dessert sauce,0,0,0.25,91361040,0,0.14124,0.25,0,0,1,0,0,0,0.25,1,cup,0.9306,44.78166,0,0,0,0
10.83223,0,23.76,Vanilla or rum dessert sauce,0,0,1,91361040,0,0.03531,0.5,0,0,0.5,0,0,0,1,2,Tablespoon,0.23265,11.19541,0,0,0,0
4.23555,0,22.325,Duck sauce,0,0,1,91361050,0.02413,0.0208,1,0,0,1,0.00038,0,0,1,1,packet,0.42275,11.42536,0,0,0,0
32.32392,0,170.375,Duck sauce,0,0,0.25,91361050,0.18415,0.15878,0.25,0,0,1,0.0029,0,0,0.25,2,cup,3.22625,87.19357,0,0,0,0
8.02525,0,42.3,Duck sauce,0,0,1,91361050,0.04572,0.03942,0.5,0,0,0.5,0.00072,0,0,1,2,Tablespoon,0.801,21.64806,0,0,0,0
27.46698,0,50.54,Jelly,0,0,1,91401000,0.02432,0,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0.0019,0,0,0,0,0
20.23883,0,37.24,Jelly,0,0,1,91401000,0.01792,0,1,0,0,1,0,0,0,1,2,packet,0.0014,0,0,0,0,0
44.46558,0,54.6,Jam or preserves,0,0,1,91402000,0.03213,0,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0.0021,0,0,0,0,0
29.64372,0,36.4,Jam or preserves,0,0,1,91402000,0.02142,0,1,0,0,1,0,0,0,1,2,packet,0.0014,0,0,0,0,0
0,0,24.816,Dietetic jelly (low cal sweetener),0,0,1,91405000,0.05659,0,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0.00376,0,0,0,0,0
0,0,36.6,All-fruit preserves (no added sugar),0,0,1,91406500,0.0753,0,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0.012,0,0,0,0,0
21.71765,0,25.702,Jam or preserves (low sugar),0,0,1,91406600,0.0753,0,0.5,0,0,0.5,0,0,0,1,1,Tablespoon,0.00127,0,0,0,0,0
54.42132,0,61.38,Jello,0,0,1,91501010,0,0,0.5,0,0,0.5,0,0,0,1,1,snack-size package (3.5 oz),0,0,0,0,0,0
63.36,0,63.36,Popsicle,0,0,1,91611000,0,0,0.5,0,0,0.5,0,0,0,1,1,single stick,0,0,0,0,0,0
23.76,0,23.76,Popsicle,0,0,1,91611000,0,0,0.5,0,0,0.5,0,0,0,1,2,Kool Pop,0,0,0,0,0,0
92.16,0,92.16,Popsicle,0,0,1,91611000,0,0,0.5,0,0,0.5,0,0,0,1,2,double stick,0,0,0,0,0,0
30.96,0,30.96,Popsicle,0,0,1,91611000,0,0,0.5,0,0,0.5,0,0,0,1,2,Fla-Vor-Ice,0,0,0,0,0,0
0,0,16.72,Sugar-free popsicle (diet),0,0,1,91611100,0.01232,0.2684,0.5,0,0,0.5,0.00782,0,0,1,1,single stick,0.0176,0,0,0,0,0
0,0,24.32,Sugar-free popsicle (diet),0,0,1,91611100,0.01792,0.3904,0.5,0,0,0.5,0.01138,0,0,1,2,double stick,0.0256,0,0,0,0,0
417.27854,0,423.68,Slurpee or snow cone,0,0,1,91621000,0.04634,0,0.5,0,0,0.5,0,0,0,1,1,medium (16 fl oz),0,0,0,0,0,0
209.2696,0,212.48,Slurpee or snow cone,0,0,1,91621000,0.02324,0,0.5,0,0,0.5,0,0,0,1,2,cup,0,0,0,0,0,0
569.81843,0,578.56,Slurpee or snow cone,0,0,1,91621000,0.06328,0,0.5,0,0,0.5,0,0,0,1,2,large (22 fl oz),0,0,0,0,0,0
350.46355,0,355.84,Slurpee or snow cone,0,0,1,91621000,0.03892,0,0.5,0,0,0.5,0,0,0,1,2,small (10 fl oz),0,0,0,0,0,0
1.5716,0,17.01,Chocolate-covered almonds,0,0,1,91701010,0,0,1,0.14814,0.0036,1,0.1832,0,0,1,1,almond,0.2097,1.03626,0,0,0,0
22.26432,0,240.975,Chocolate-covered almonds,0,0,0.25,91701010,0,0,0.25,2.09865,0.051,1,2.59533,0,0,0.25,2,cup,2.97075,14.68035,0,0,0,0
97.14935,0,139.3,Tootsie roll,0,0,1,91703010,0,0,0.5,0,0.05215,0.5,0.42692,0,0,1,1,roll,0.427,2.30265,0,0,0,0
18.04202,0,25.87,Tootsie roll,0,0,1,91703010,0,0,1,0,0.00968,1,0.07929,0,0,1,2,midgee roll,0.0793,0.42764,0,0,0,0
177.64452,0,254.72,Tootsie roll,0,0,1,91703010,0,0,0.5,0,0.09536,0.5,0.78066,0,0,1,2,large roll,0.7808,4.21056,0,0,0,0
15.05169,0,26.74,Caramel candy,0,0,1,91703020,0,0,1,0,0.0287,1,0.12314,0,0,1,1,piece,0.4606,0.06426,0,0,0,0
126.86426,0,225.38,Caramel candy,0,0,1,91703020,0,0,0.5,0,0.2419,0.5,1.03788,0,0,1,2,sucker (2 oz),3.8822,0.54162,0,0,0,0
101.75849,0,289.42,Twix cookie bars,0,0,1,91703200,0,0.38802,0.25,0,0.1073,0.25,2.38084,0,0,1,1,regular package,5.162,30.1455,0,0,0,0
166.67339,0,474.05,Twix cookie bars,0,0,1,91703200,0,0.63555,0.25,0,0.17575,0.25,3.89964,0,0,1,2,king size package,8.455,49.37625,0,0,0,0
28.07131,0,79.84,Twix cookie bars,0,0,1,91703200,0,0.10704,1,0,0.0296,1,0.65678,0,0,1,2,fun size bar,1.424,8.316,0,0,0,0
69.85319,0,214,Milk chocolate bar or candy (plain),0,0,1,91705010,0,0,0.5,0,0.1604,0.5,1.492,0,0,1,1,bar (1.4 oz),5.7,46.062,0,0,0,0
73.34585,0,224.7,Milk chocolate bar or candy (plain),0,0,0.25,91705010,0,0,0.25,0,0.16842,1,1.5666,0,0,0.25,2,cup chocolate chips,5.985,48.3651,0,0,0,0
0,0,107,Yellow corn (corn on the cob),0,0,1,75216171,0,0,0.5,0,0,0.5,0,0,0,1,2,medium ear,0.19,0,0,0.61,0.61,0
0,0,8.56,Yellow corn (corn on the cob),0,0,1,75216171,0,0,1,0,0,1,0,0,0,1,2,baby ear,0.0152,0,0,0.0488,0.0488,0
0,0,92.02,Yellow corn (corn on the cob),0,0,1,75216171,0,0,0.5,0,0,0.5,0,0,0,1,2,small ear,0.1634,0,0,0.5246,0.5246,0
0,0,35,Cooked eggplant,0,0,0.5,75217010,0,0,0.25,0,0,0.5,0,0,0.50016,0.5,1,"cup, diced",0.0384,0,0,0,0.50016,0
0,0,18.9,Cooked eggplant,0,0,1,75217010,0,0,1,0,0,1,0,0,0.25,1,2,slice,0.0216,0,0,0,0.25,0
0,0,21.84,Cooked mushrooms,0,0,0.5,75219011,0,0,0.25,0,0,0.5,0,0,0.49998,0.5,1,cup,0.0468,0,0,0,0.49998,0
0,0,4.48,Cooked mushrooms,0,0,1,75219011,0,0,1,0,0,1,0,0,0.10256,1,2,large cap,0.0096,0,0,0,0.10256,0
0,0,11.2,Cooked mushrooms,0,0,1,75219011,0,0,5,0,0,0.5,0,0,0.2564,10,2,slices,0.024,0,0,0,0.2564,0
0,0,23.495,Vegetable combo (Asian style),0.15049,0,0.5,75340010,0,0,0.25,0,0,0.5,0,0,0.28575,0.5,1,cup,0.0235,0,0,0.06414,0.49975,0
0,0,84.24,Vegetable-pasta combo with cream sauce,0.10206,0,0.5,75340160,0,0.24138,0.25,0,0.07371,0.5,0,0.10206,0.10287,0.5,1,cup,1.0206,33.76728,0,0.08505,0.39204,0
0,0,279.76,Vegetable-pasta combo with cream sauce,0.33894,0,1,75340160,0,0.80162,0.25,0,0.24479,0.25,0,0.33894,0.34163,1,2,frozen package,3.3894,112.14072,0,0.28245,1.30196,0
0,0,83.66,Tofu and vegetables (Monk's food),0,0,0.5,75340200,0,0,0.25,0,0,0.5,0,0,0.3572,0.5,1,cup,0.28764,0,0.72098,0.3243,0.68244,0
0,0,364.65,Chiles rellenos,0,0,1,75410500,0,0,0.5,0.58344,1.16259,0.5,0,0,0.49621,1,1,chili,12.4982,252.26487,0,0,0.49621,0
5.66972,0,128.4,Corn pudding (scalloped corn),0,0,0.5,75411010,0,0,0.25,0.35096,0.11663,0.5,0,0,0,0.5,1,cup,1.4552,35.7273,0,0.40981,0.40981,0
0,0,131.95,Corn fritter,0,0,1,75411020,0,0.84735,1,0.1085,0.02695,1,0,0,0,1,1,fritter,1.575,61.0533,0,0.1085,0.1085,0
0,0,201.695,Corn fritter,0,0,0.5,75411020,0,1.29523,0.25,0.16585,0.0412,0.5,0,0,0,0.5,2,cup,2.4075,93.32433,0,0.16585,0.16585,0
0,0,316.8,Eggplant Parmesan,0,0,1,75412060,0,0.52866,0.25,0.08316,0.9504,0.25,0,0,1,1,1,cup,9.0288,191.45808,0,0,1,0
0,0,70.4,Eggplant Parmesan,0,0,1,75412060,0,0.11748,1,0.01848,0.2112,1,0,0,0.28556,1,2,slice eggplant,2.0064,42.54624,0,0,0.28556,0
1.45506,0,67.44,"Stuffed mushrooms (bread, meat & cheese)",0,0,1,75414020,0.00552,0.38976,1,0.0288,0.07872,1,0.00128,0,0.29856,1,1,stuffed cap,0.996,29.59848,0.00192,0,0.29856,0
5.7596,0,266.95,"Stuffed mushrooms (bread, meat & cheese)",0,0,0.5,75414020,0.02185,1.5428,0.25,0.114,0.3116,0.5,0.00507,0,0.5,0.5,2,cup,3.9425,117.16065,0.0076,0,0.5,0
8.78838,0,148.07,Breaded fried mushrooms,0,0,0.5,75414030,0,0.51858,0.25,0.04556,0.02881,0.5,2.32386,0,0.51188,0.5,1,cup,1.4874,3.70845,0,0,0.51188,0.14204
1.83638,0,30.94,Breaded fried mushrooms,0,0,1,75414030,0,0.10836,1,0.00952,0.00602,1,0.48558,0,0.10696,1,2,medium,0.3108,0.7749,0,0,0.10696,0.02968
1.04936,0,17.68,Breaded fried mushrooms,0,0,1,75414030,0,0.06192,1,0.00544,0.00344,1,0.27748,0,0.06112,1,2,small,0.1776,0.4428,0,0,0.06112,0.01696
4.90481,0,86.94,Fried okra,0,0,0.5,75414500,0,0.2898,0.25,0.0253,0.0161,0.5,1.29802,0,0.28566,0.5,1,cup,0.828,2.07,0,0,0.28566,0.07912
0.7997,0,14.175,Fried okra,0,0,1,75414500,0,0.04725,1,0.00413,0.00263,1,0.21163,0,0.04658,1,2,pod,0.135,0.3375,0,0,0.04658,0.0129
8.38706,0,157.38,Onion rings,0,0,1,75415020,0,0.49536,0.25,0.043,0.02752,0.25,2.22033,0,0.35174,1,1,fast food order,1.419,3.54492,0,0,0.35174,0.13588
2.34058,0,43.92,Onion rings,0,0,0.5,75415020,0,0.13824,0.25,0.012,0.00768,0.5,0.61963,0,0.09816,0.5,2,cup,0.396,0.98928,0,0,0.09816,0.03792
2.92572,0,54.9,Onion rings,0,0,0.5,75415020,0,0.1728,1,0.015,0.0096,0.2,0.77453,0,0.1227,5,2,medium rings,0.495,1.2366,0,0,0.1227,0.0474
0.01739,0,250.38,Pea salad,0,0,0.5,75416500,0,0,0.25,0.26857,0,0.5,4.27762,0,0.02782,0.5,1,cup,3.3705,6.40395,0,0.45261,0.4815,0
10.8528,0,184.8,Breaded fried summer squash,0,0,0.5,75418010,0,0.6413,0.25,0.0561,0.0363,0.5,2.8732,0,0.5,0.5,1,cup,1.848,4.5837,0,0,0.5,0.1749
0.16156,0,28.7,Breaded fried vegetable sticks,0,0,1,75440170,0,0.252,1,0,0.00042,1,0,0.01652,0.02072,1,1,stick,0.1694,9.17658,0.00154,0.01568,0.05292,0.04452
0,0,11.27,Vegetable tempura,0,0,1,75440200,0,0.06272,1,0.02142,0,1,0,0.00413,0.03199,1,1,piece,0.1407,5.69646,0,0,0.03612,0
0,0,50.715,Vegetable tempura,0,0,0.5,75440200,0,0.28224,0.25,0.09639,0,0.5,0,0.01858,0.14396,0.5,2,cup,0.63315,25.63407,0,0,0.16254,0
0,0,52.745,Vegetable-pasta combo,0.0733,0,0.5,75460700,0,0.29318,0.25,0,0,0.5,0,0.06987,0.13974,0.5,1,cup,0.04795,0,0,0.1096,0.39319,0
10.28724,0,26.6175,Pickled beets,0,0,0.25,75500210,0,0,0.25,0,0,1,0,0,0.25012,0.25,1,cup,0.00845,0,0,0,0.25012,0
1.1417,0,50.8375,Corn relish,0,0,0.25,75501010,0,0,0.25,0,0,1,0.10719,0,0.11576,0.25,1,cup,0.04839,0,0,0.13414,0.2499,0
0,0,7.875,Kim chee (made from cabbage),0,0,0.25,75502520,0,0,0.25,0,0,1,0,0,0.25013,0.25,1,cup,0.01125,0,0,0,0.25013,0
0,0,5.4,Dill pickle,0,0,1,75503010,0,0,1,0,0,1,0,0,0.2097,1,1,spear,0.015,0,0,0,0.2097,0
0,0,24.3,Dill pickle,0,0,1,75503010,0,0,0.25,0,0,0.25,0,0,0.94365,1,2,large,0.0675,0,0,0,0.94365,0
0,0,11.7,Dill pickle,0,0,1,75503010,0,0,0.5,0,0,0.5,0,0,0.45435,1,2,medium,0.0325,0,0,0,0.45435,0
0,0,5.04,Dill pickle,0,0,1,75503010,0,0,1,0,0,1,0,0,0.19572,1,2,baby dill,0.014,0,0,0,0.19572,0
0,0,5.4,Dill pickle,0,0,5,75503010,0,0,1,0,0,0.2,0,0,0.2097,5,2,slices,0.015,0,0,0,0.2097,0
1.31657,0,13,Pickle relish,0,0,1,75503020,0,0,1,0,0,1,0,0,0.0408,1,1,packet (2 teaspoons),0.006,0,0,0,0.0408,0
8.06402,0,79.625,Pickle relish,0,0,0.25,75503020,0,0,0.25,0,0,1,0,0,0.2499,0.25,2,cup,0.03675,0,0,0,0.2499,0
3.9741,0,35.1,Sweet pickle (gherkin),0,0,5,75503040,0,0,1,0,0,0.2,0,0,0.1875,5,1,slices,0.021,0,0,0,0.1875,0
0.79482,0,7.02,Sweet pickle (gherkin),0,0,1,75503040,0,0,1,0,0,1,0,0,0.0375,1,2,gherkin,0.0042,0,0,0,0.0375,0
0,0,7.2,Horseradish,0,0,1,75503090,0,0,0.5,0,0,0.5,0,0,0.06255,1,1,Tablespoon,0.0135,0,0,0,0.06255,0
0,0,3.3,Mustard,0,0,1,75506010,0,0,1,0,0,1,0,0,0,1,1,teaspoon,0.008,0,0,0,0,0
0,0,3.3,Mustard,0,0,1,75506010,0,0,1,0,0,1,0,0,0,1,2,packet,0.008,0,0,0,0,0
0,0,21.025,Green olives,0,0,0.5,75510010,0,0,1,0,0,0.2,0,0,0.10904,5,1,small,0.29435,0,0,0,0.10904,0
0,0,53.2875,Green olives,0,0,0.25,75510010,0,0,0.25,0,0,1,0,0,0.25,0.25,2,cup,0.74603,0,0,0,0.25,0
0,0,28.275,Green olives,0,0,0.5,75510010,0,0,1,0,0,0.2,0,0,0.14664,5,2,large,0.39585,0,0,0,0.14664,0
0,0,17.85,Black olives,0,0,0.5,75510020,0,0,1,0,0,0.2,0,0,0.12597,5,1,small,0.2142,0,0,0,0.12597,0
0,0,38.5875,Black olives,0,0,0.25,75510020,0,0,0.25,0,0,1,0,0,0.25,0.25,2,cup,0.46305,0,0,0,0.25,0
0,0,24.15,Black olives,0,0,0.5,75510020,0,0,1,0,0,0.2,0,0,0.17043,5,2,large,0.2898,0,0,0,0.17043,0
0,0,1.86,Tabasco sauce (hot sauce),0,0,1,75511010,0,0,1,0,0,1,0,0,0.03794,1,1,packet,0.00093,0,0,0,0.03794,0
0,0,0.16,Tabasco sauce (hot sauce),0,0,1,75511010,0,0,5,0,0,0.5,0,0,0.00326,10,2,drops,0.00008,0,0,0,0.00326,0
0,0,190.96,Cream of mushroom soup (made with milk),0,0,1,75607010,0,0.51584,0.5,0,0.50344,0.5,0,0,0.32488,1,1,cup,4.0424,103.98888,0.00496,0,0.32488,0
0.78344,0,57.84,French onion soup,0,0,1,75608100,0,0.02169,0.5,0,0,0.5,0,0,0.31812,1,1,cup,0.2651,14.40216,0.01205,0,0.31812,0
0.35255,0,81.94,Vegetable soup,0,0,1,75649010,0,0.00482,0.5,0,0,0.5,0,0.07953,0,1,1,cup,0.4338,0,0.00241,0.35186,0.4338,0
0,0,84.35,Minestrone soup,0.00482,0.06266,1,75651010,0,0.11568,0.5,0,0,0.5,0.19441,0.0723,0.21208,1,1,cup,0.5302,10.88838,0.01928,0.09881,0.3856,0
2.70288,0,106.04,Vegetable rice soup,0,0,1,75651070,0,0.51815,0.5,0,0,0.5,0,0.08435,0.46031,1,1,cup,0.2651,0,0,0.08917,0.63383,0
0,0,78,Vegetable beef soup (canned),0,0,,75651020,0,0.07076,0.5,0.38064,0,0.5,0.69052,0.14396,0.07564,1,1,cup,0.854,0.72468,0.00244,0.17812,0.39772,0.07076
0,0,228.95,Vegetable beef soup (homemade),0,0,1,75652010,0,0,0.5,1.06763,0,0.5,0,0.03068,0.21472,1,1,cup,4.4344,72.81333,0,0.2638,0.5092,0
2.14553,0,16.8,Vegetable broth,0,0,1,75657000,0,0.0288,0.5,0,0,0.5,0,0,0.012,1,1,cup,0,0.1296,0.06,0,0.012,0
0,0,472.29,Wrap sandwich (vegetables only),0,0,1,77300000,0,3.55992,0.25,0,0,0.25,0.03003,0.15015,0.96642,1,1,wrap,7.88424,16.25169,0,0,1.1193,0
0,0,35.85,Butter,0,0,1,81101000,0,0,1,0,0,1,0,0,0,1,1,pat (1 teaspoon),2.5685,35.85,0,0,0,0
0,0,202.5525,Butter,0,0,0.25,81101000,0,0,0.25,0,0,1,0,0,0,0.25,2,stick,14.51203,202.5525,0,0,0,0
0,0,101.814,Butter,0,0,1,81101000,0,0,0.5,0,0,0.5,0,0,0,1,2,Tablespoon,7.29454,101.814,0,0,0,0
0,0,27.246,Whipped butter,0,0,1,81101010,0,0,1,0,0,1,0,0,0,1,1,pat (1 teaspoon),1.91862,27.246,0,0,0,0
